total_trades,wins,losses,win_rate,avg_win_usd,avg_loss_usd,expectancy_usd_per_trade,profit_factor,net_pnl_usd,max_drawdown_usd
61,21,40,0.3442622950819672,3189.8809523809523,1274.375,262.4999999999999,1.3141245708680727,16012.5,-14025.0
